Brand,Description,Category_by_gender,Discount Price (in Rs.),Original Price (in Rs.),Color
marks-spencer,Polka-Dot Print Baby-Doll & Panty Set,Women,"2,499","2,499",blue
marks-spencer,Brazillian Panties with Lace Panel,Women,799,799,purple
marks-spencer,Pack of 2 Hipsters,Women,"1,299","1,299",black
marks-spencer,Under-Wired Minimiser Bra,Women,"2,499","2,499",black
marks-spencer,Crew-Neck T-shirt,Women,799,799,khaki
marks-spencer,Printed T-Shirt & Pyjama Set,Women,"1,499","1,499",pink
marks-spencer,Short-Sleeve Crew-Neck T-shirt,Women,799,799,pink
marks-spencer,Mid-Rise Flared Jeans,Women,"3,499","3,499",indigo
marks-spencer,Solid Wide Leg Trousers,Women,"1,000","2,499",grey
marks-spencer,Ribbed V-neck Pullover,Women,"1,400","3,499",navy
marks-spencer,Pack of 5 Hipster Briefs,Women,"1,499","1,499",multi
marks-spencer,Heathered T-shirt & Pyjamas Set,Women,"1,499","1,499",grey
marks-spencer,V-neck Floral Print Top,Women,799,799,multi
marks-spencer,Ribbed High Neck Pullover,Women,"1,000","1,999",navy
kryptic,Solid Slim Fit Trousers,Women,595,"1,749",beige
melange-by-lifestyle, Indian Straight Fit Kurta,Women,650,"1,299",yellow
tag-7-plus,Pack of 2 Leggings with Elasticated Waist,Women,792,"2,399",blue
tag-7-plus,Leggings with Elasticated Waist,Women,450,"1,550",pink
duke-women-s,Typographic Print Crew-Neck Sweatshirt with Applique,Women,418,"1,045",blue
global-desi,Floral Print Flared Kurta,Women,"2,999","2,999",white
clovia,Pack of 2 Fitness Sports Bra,Women,"1,439","2,398",red
and,Knitted Shrug with Button Closure,Women,250,999,blue
and,Round-Neck Peplum Top with Ruched Detail,Women,375,"1,499",rust
and,Strappy Top with Elasticated Back,Women,525,"1,499",brown
and,Panelled Cotton Leggings,Women,810,"1,799",blue
and,Floral Print One-Shoulder Top,Women,844,"1,299",multi
and,Checked A-line Dress with Tie-Up,Women,750,"2,999",black
and,Textured Racer-Back Tank Top,Women,450,999,aqua
and,Striped Long Shrug,Women,875,"2,499",ombre
soch,Button-Down Straight Kurta,Women,798,798,grey
soch,Embellished A-line Kurta,Women,"2,998","2,998",black
soch,Embroidered Round-Neck A-line Kurta,Women,"2,498","2,498",cream
soch,Embellished Round-Neck Straight Kurta,Women,"1,124","1,498",black
soch,Micro Print A-line Kurta,Women,"2,498","2,498",grey
soch,Embellished Round-Neck Straight Kurta,Women,"1,124","1,498",blue
soch,Embroidered Round-Neck A-line Kurta,Women,"2,998","2,998",green
soch,Embroidered Round-Neck A-line Kurta,Women,"3,498","3,498",green
soch,Embroidered Round-Neck A-line Kurta,Women,"3,498","3,498",blue
soch,Printed Flared Kurta,Women,"1,124","1,498",blue
soch,Striped Round-Neck Straight Kurta,Women,"1,298","1,298",maroon
soch,Embellished Round-Neck Straight Kurta,Women,"1,498","1,498",blue
soch,Floral Embroidered Straight Kurta,Women,"2,998","2,998",peach
soch,Printed Straight Kurta,Women,"1,874","2,498",multi
soch,Floral Print A-line Kurta,Women,798,798,blue
soch,Embellished Round-Neck Straight Kurta,Women,"1,874","2,498",blue
soch,Floral Embroidered Straight Kurta,Women,"1,498","1,498",black
soch,Traditional Silk Saree with Blouse Piece,Women,"4,998","4,998",green
soch,Checked A-line Kurta,Women,"1,298","1,298",grey
soch,Printed A-line Kurta,Women,599,798,yellow
soch,Floral Embroidered Straight Kurta,Women,"1,498","1,498",red
soch,Embellished Round-Neck Straight Kurta,Women,"1,124","1,498",blue
soch,Embellished Round-Neck Straight Kurta,Women,"1,124","1,498",yellow
soch,Embellished A-line Kurta,Women,"4,498","4,498",black
soch,Embellished Round-Neck Straight Kurta,Women,"1,498","1,498",yellow
soch,Printed Round-Neck Straight Kurta,Women,749,998,blue
soch,Striped Saree with Tassels ,Women,"3,498","3,498",beige
soch,Embroidered A-line Kurta,Women,"3,498","3,498",blue
soch,Floral Print A-line Kurta with Waist Tie-Up,Women,"3,498","3,498",cream
soch,Embroidered Round-Neck A-line Kurta,Women,"2,498","2,498",white
soch,Floral Print Chiffon Saree ,Women,"7,998","7,998",green
soch,Embellished Round-Neck Straight Kurta,Women,"1,124","1,498",yellow
and,Schiffli Embroidered Top with Bell Sleeves,Women,665,"1,899",brown
soch,Printed Round-Neck Straight Kurta,Women,749,998,pink
soch,Printed Round-Neck A-line Kurta,Women,974,"1,298",black
soch,Floral Embroidered Unstitched Dress Material,Women,"1,998","1,998",white
indibelle,Floral Print Straight Kurta Set,Women,"1,281","3,049",red
indibelle,Striped Straight Kurta Set,Women,"1,092","2,599",peach
indibelle,Floral Print Straight Kurta Set,Women,"1,281","3,049",green
indibelle,Printed A-line Kurta Set,Women,"1,428","3,399",blue
indibelle,Printed Straight Kurta Set,Women,"1,281","3,049",brown
indibelle,Floral Print A-line Kurta Set,Women,"1,176","2,799",green
aurelia,Cotton Salwar with Drawstring Waistband,Women,999,999,gold
kraus,Checked Treggings with Insert Pockets,Women,"1,595","1,595",grey
kraus,Striped Round-Neck Top,Women,"1,299","1,299",olive
kraus,Lightly Washed Slim Fit Capris,Women,"1,495","1,495",blue
kryptic,Solid Slim Fit Trousers,Women,595,"1,749",pink
indian-women,Lace Work Saree with Tassels,Women,685,"1,398",red
indian-women,Silk Saree with Floral Woven Motifs ,Women,772,"1,678",blue
indian-women,Contrast Border Saree with Tassels,Women,685,"1,398",green
indian-women,Embellished Saree with Lace Border,Women,685,"1,398",mustard
indian-women,Contrast Border Saree with Tassels,Women,700,"1,458",maroon
indian-women,Contrast Border Saree with Tassels,Women,700,"1,458",teal
indian-women,Embellished Saree with Lace Border,Women,685,"1,398",green
indian-women,Vichitra Silk Saree with Blouse Piece,Women,685,"1,398",red
indian-women,Embellished Traditional Saree with Blouse Piece,Women,685,"1,398",navy
indian-women,Matka Silk Saree with Patch Border ,Women,700,"1,458",red
indian-women,Embellished Traditional Saree with Blouse Piece,Women,772,"1,678",navy
indian-women,Saree with Contrast Border,Women,700,"1,458",green
indian-women,Leaf Print Saree with Blouse Piece,Women,772,"1,678",maroon
indian-women,Embellished Saree with Lace Border,Women,685,"1,398",teal
indian-women, Vichitra Silk Saree with Blouse Piece,Women,685,"1,398",maroon
indian-women,Embellished Traditional Saree with Blouse Piece,Women,772,"1,678",pink
indian-women,Silk Saree with Tassles,Women,685,"1,398",blue
indian-women,Contrast Border Saree with Tassels,Women,700,"1,458",pink
indian-women,Printed Saree with Blouse Piece,Women,685,"1,398",red
indian-women, Lace Work Designer Saree ,Women,987,"2,349",red
indian-women,Printed Silk Saree with Blouse Piece,Women,772,"1,678",blue
indian-women,Matka Silk Saree with Blouse Piece,Women,700,"1,458",brown
indian-women,Embellished Saree with Lace Border,Women,685,"1,398",maroon
indian-women,Contrast Border Saree with Tassels,Women,685,"1,398",yellow
indian-women,Floral Print Saree with Contrast Border,Women,772,"1,678",maroon
indian-women, Lace Work Designer Saree with Tassels,Women,836,"1,899",green
indian-women,Contrast Border Saree with Tassels,Women,685,"1,398",teal
code-by-lifestyle,Square-Neck Top with Puff Sleeves,Women,799,799,green
colour-me,Geometric Printed Relaxed Fit Top,Women,699,999,pink
tag-7-plus,Pack of 2 Ankle-Length Leggings,Women,792,"2,399",blue
tag-7-plus,Pack of 2 Basic Leggings,Women,792,"2,399",pink
tag-7-plus,Printed Flared Palazzo,Women,700,"1,999",navy
tag-7-plus,Pack of 2 Ankle-Length Leggings,Women,792,"2,399",green
tag-7-plus,Floral Print Flared Palazzos,Women,992,"3,199",navy
tag-7-plus,Pack of 2 Leggings,Women,792,"2,399",pink
ginger-by-lifestyle,Camisole with Adjustable Strap,Women,399,399,pink
tag-7-plus,Graphic Print Flared Palazzo,Women,800,"2,499",white
momtobe,3/4th Sleeves Fit & Flare Dress,Women,"1,299","2,598",navy
momtobe,Embellished Fit & Flare Dress,Women,"1,599","3,198",navy
momtobe,Knee Length Fit & Flare Dress,Women,989,"1,798",maroon
west-wood,Striped Skinny Fit Capri Pant,Women,"1,019","1,699",blue
sakura,Striped Shorts with Drawstring Waist,Women,370,699,multi
defacto,Washed Bootcut Jeans,Women,"2,350","4,699",midblue
clovia,Cotton Bra & Briefs Set,Women,373,"1,098",black
zari,Embellished  A-line Kurta Set,Women,"11,485","11,485",pink
zari,Embroidered Kurta Set with Dupatta,Women,"11,285","11,285",blue
zari,Embroidered A-line Kurta Set with Dupatta,Women,"6,956","23,185",pink
zari,Floral Print Crepe Saree,Women,"5,388","6,735",brown
zari,Embellished Chiffon Saree,Women,"5,188","6,485",black
zari,3-piece Paisley Woven Unstitched Dress Material with Dupatta,Women,"2,988","3,735",green
zari,Georgette Kurta & Palazzo Set with Dupatta,Women,"10,388","12,985",pink
zari,Embroidered A-line Kurta with Dupatta ,Women,"9,988","12,485",green
fusion,Sleeveless Block Print A-line Maxi Gown,Women,"1,299","1,299",black
global-desi,Floral Print Crop Top with Skirt,Women,"3,999","3,999",pink
global-desi,Printed A-line Kurta with Embroidered Yoke,Women,"1,799","1,799",maroon
global-desi,Printed A-line Kurta with Embroidery Accent,Women,"2,499","2,499",mustard
global-desi,Floral Print Crop Top with Skirt,Women,"3,599","3,599",pink
global-desi,Cable Knit Straight Kurta,Women,"3,999","3,999",black
indie-picks,Woven Cotton Pochampally Ikat Dress Material,Women,639,999,multi
global-desi,Embroidered Straight Kurta Set,Women,"6,499","6,499",maroon
indie-picks,Cotton Pochampally Ikat Dresss Material,Women,639,999,navy
dnmx,Striped Round-Neck Top,Women,799,799,pink
indie-picks,Woven Pochampally Ikat Dresss Material,Women,639,999,pink
indie-picks,Woven Pochampally Ikat Dresss Material,Women,639,999,multi
global-desi,A-line Kurta with Spread-Collar,Women,"1,699","1,699",maroon
global-desi,Swiss-Dot A-line Kurta with Embroidery,Women,"2,799","2,799",navy
indie-picks,South Fine Cotton Checked Kanjivaram Saree with Thread Work Border,Women,"2,294","4,499",pink
indie-picks,Cotton Pochampally Ikat Dresss Material,Women,639,999,multi
global-desi,Embroidered V-neck Flared Kurta,Women,"5,499","5,499",mustard
global-desi,Floral Print Blouse with Mandarin Collar,Women,"1,999","1,999",lblue
only,Typographic Print Crew-Neck T-shirt,Women,"1,299","1,299",black
indie-picks,Woven Pochampally Ikat Dresss Material,Women,639,999,orange
indie-picks,Woven Pochampally Ikat Dresss Material,Women,639,999,white
only,Typographic Print Crew-Neck T-shirt,Women,"1,299","1,299",green
indie-picks,Woven Pochampally Ikat Dresss Material,Women,639,999,multi
only,Typographic Print Crew-Neck T-shirt,Women,"1,299","1,299",brown
svrnaa,Flat-Front Pants with Schiffli Embroidery,Women,999,999,peach
indie-picks,Woven Pochampally Ikat Dresss Material,Women,639,999,burgundy
global-desi,Embroidered Flared Kurta,Women,"4,999","4,999",darkblue
global-desi,Printed A-line Kurta with Embroidered Yoke,Women,"1,799","1,799",indigo
indie-picks,Handloom Pochampally Woven Ikat Cotton Dupatta,Women,"1,380","2,999",grey
janasya,Striped Straight Kurta Set,Women,"1,154","3,298",green
clovia,Pack of 2 Fitness Sports Bra,Women,"1,439","2,398",pink
hritika,Geometric Printed Traditional Saree,Women,368,"1,599",olive
clovia,Lightly Padded Sports Bra,Women,517,749,black
fourleaf,Chiffon Saree with Tassels,Women,"1,101","3,669",teal
fourleaf,Chiffon Saree with Tassels,Women,"1,101","3,669",red
fourleaf,Chiffon Saree with Tassels,Women,"1,101","3,669",black
fourleaf,Chiffon Saree with Lace Border,Women,"1,101","3,669",teal
fourleaf,Pleated Crush Saree ,Women,"1,386","4,619",yellow
fourleaf,Chiffon Saree with Lace Border,Women,"1,101","3,669",black
fourleaf,Chiffon Saree with Blouse Piece,Women,"1,101","3,669",red
fourleaf,Chiffon Saree with Embellished Blouse Piece,Women,972,"3,239",teal
fourleaf,Chiffon Saree with Embellished Blouse Piece,Women,972,"3,239",navy
fourleaf,Chiffon Saree with Embellished Blouse Piece,Women,972,"3,239",black
fourleaf,Chiffon Saree with Embellished Blouse Piece,Women,972,"3,239",yellow
fourleaf,Chiffon Saree with Embellished Blouse Piece,Women,972,"3,239",magenta
fourleaf,Chiffon Saree with Embellished Blouse Piece,Women,972,"3,239",red
fourleaf,Silk Saree with Embellished Blouse Piece,Women,855,"2,849",pink
fourleaf,Chiffon Saree with Embellished Blouse Piece,Women,972,"3,239",green
fourleaf,Solid Silk Saree with Blouse Piece,Women,855,"2,849",pink
global-desi,Printed Crop Top with Skirt,Women,"3,999","3,999",wine
zari,Indian A-line  Kurtis,Women,"11,285","11,285",peach
zari,Indian Kurti,Women,"11,285","11,285",peach
avaasa-mix-n-match,Printed Round-Neck Straight Kurta,Women,499,499,navy
dnmx,Acid Wash Cropped Super Skinny Jeans,Women,"1,299","1,299",mediumblue
avaasa-mix-n-match,Shimmery Knitted Leggings,Women,699,699,grey
fusion,Printed Flared Dress with Waist Tie-Up,Women,"1,299","1,299",darkgreen
kraus,Mid-Rise Skinny Jeans,Women,"1,795","1,795",grey
kraus,Striped Off-Shoulder Top,Women,"1,399","1,399",white
fusion,Floral Print Fit & Flare Dress,Women,"1,299","1,299",wine
i-saw-it-first,Striped Crop Top with Thigh-Slit Skirt Set,Women,"2,799","2,799",red
global-desi,Embroidered Yoke Round-Neck Tunic,Women,"1,599","1,599",mustard
and,Striped Shorts with Insert Pocket,Women,675,"1,499",natural
and,Floral Print Top with Ruffle,Women,450,999,blue
and,Layered Racer-Back Tank Top,Women,275,"1,099",pink
global-desi,A-line Kurta with Spread Collar,Women,"2,099","2,099",lilac
global-desi,A-line Kurta with Spread Collar,Women,"2,099","2,099",yellow
indie-picks,Handblock Print Bagru Chanderi Saree,Women,"6,499","6,499",multi
indie-picks,Handblock Print Vijay Kalamkari Cotton Saree,Women,800,"1,999",black
global-desi,Foil Print Lehenga Choli Set,Women,"1,899","1,899",wine
fourleaf,Embellished Saree with Tassels,Women,"1,632","5,439",green
fourleaf,Floral Embroidered Saree with Tassels,Women,903,"3,009",beige
fourleaf,Chiffon Saree with Tassels,Women,"1,101","3,669",magenta
fourleaf,Floral Embroidered Georgette Saree,Women,"1,809","6,029",green
fourleaf,Embellished Saree with Tassels,Women,"1,632","5,439",wine
fourleaf,Floral Print Georgette Saree ,Women,"1,809","6,029",black
fourleaf,Embroidered Georgette Saree,Women,"1,809","6,029",pink
fourleaf,Chiffon Saree with Tassels,Women,"1,101","3,669",grey
fourleaf,Chiffon Saree with Tassels,Women,"1,101","3,669",green
fourleaf,Geometric Print Georgette Saree,Women,"1,434","4,779",pink
fourleaf,Chiffon Saree with Lace Border,Women,"1,101","3,669",green
fourleaf,Chiffon Saree with Lace Border,Women,"1,101","3,669",magenta
fourleaf,Chiffon Saree with Lace Border,Women,"1,101","3,669",grey
global-desi,Straight Kurta with Insert Pockets,Women,"1,899","1,899",maroon
ethnovogue,Ombre-dyed Print Flared Kurta,Women,"2,001","4,084",white
global-desi,Geometric Pattern A-line Kurta,Women,"2,399","2,399",indigo
defacto,Printed Flat-Front Pants,Women,"1,500","2,999",lightbrown
barrels-and-oil,Polo T-shirt with Spread Collar,Women,949,949,white
barrels-and-oil,Typographic Print Fitted Crew-Neck T-shirt,Women,499,499,yellow
barrels-and-oil,Typographic Print Fitted Crew-Neck T-shirt,Women,499,499,beige
barrels-and-oil,Typographic Print Fitted Crew-Neck T-shirt,Women,499,499,white
barrels-and-oil,Typographic Print Crew-Neck T-shirt,Women,499,499,grey
koton,Jumpsuit with Tie-Up,Women,"1,550","3,099",bordeaux
performax,Sports Leggings with Elasticated Waist,Women,809,899,jetblack
barrels-and-oil,Typographic Print Crew-Neck T-shirt,Women,499,499,black
barrels-and-oil,Pants with Insert Pockets,Women,"2,099","2,099",blue
clovia,Bra & Panty Set,Women,373,"1,098",pink
clovia,Camouflage Print Hipsters with Elasticated Waistband,Women,245,499,green
in-weave, Floral Printed  Round-Neck Dress,Women,"1,979","2,999",green
global-desi,Geometric Print Kurta with Pants,Women,"5,499","5,499",mustard
clovia,Floral Printed Hipsters Panties ,Women,294,499,purple
clovia,Fitted Track Pants with Insert Pockets,Women,504,"1,799",grey
indya,Pre-Stitched Saree,Women,"1,170","2,600",maroon
trendyol,Textured A-line Skirt,Women,522,"1,799",camel
clovia,Bra & Panties Set,Women,373,"1,098",brown
clovia,Bra & Panty Set Lace Panel,Women,362,"1,098",black
global-desi,V-neck Top with Woven Motifs,Women,"1,699","1,699",navy
pisara,Pack of 2 Printed Sarees with Contrast Border,Women,"1,065","2,663",blue
pisara,Pack of 2 Printed Sarees with Contrast Border,Women,"1,065","2,663",green
pisara,Pack of 2 Printed Sarees,Women,"1,065","2,663",cream
pisara,Pack of 2 Printed Sarees with Contrast Border,Women,"1,065","2,663",green
pisara,Saree with Printed Border,Women,562,"1,248",red
pisara,Checked Saree with Contrast Printed Taselled Border,Women,"1,242","1,249",blue
barrels-and-oil,Crew-Neck T-shirt with Patch Pocket,Women,799,799,pink
teamspirit,Striped Crew-Neck Cropped Pullover,Women,799,799,green
defacto,Checked Strappy Skater Dress with Mask,Women,"1,015","2,899",lilac
barrels-and-oil,Typographic Print Crew-Neck T-shirt,Women,499,499,blue
fusion,Printed Flared Long Skirt,Women,"1,499","1,499",maroon
fusion,Printed Tunic with Contrast Panel,Women,"1,299","1,299",wine
w,Printed Straight Kurta,Women,"2,399","2,399",beige
indie-picks,Handloom Pochampally Woven Ikat Cotton Dupatta,Women,"1,500","2,999",grey
global-desi,V-neck Top with Woven Motifs,Women,"1,699","1,699",sagegreen
tikhi-imli,Solid Saree With Blouse Piece,Women,"1,759","3,198",pink
global-desi,Embroidered A-line Kurta,Women,"2,999","2,999",indigo
blanc-9,Floral Embroidered Pant-Suit Set,Women,"2,190","2,190",brown
blanc-9,Floral Print Skirt-Suit Set,Women,"2,490","2,490",blue
blanc-9,Striped Pant-Suit Set,Women,"2,490","2,490",multi
blanc-9,Checked Nightwear Set with Elasticated Waistband,Women,"2,450","2,450",grey
biba,Floral Print Unstitched Dress Material,Women,"1,499","1,499",black
trendyol,A-line One-Shoulder Maxi Dress,Women,"1,426","4,599",royalblue
kraus,Checked Skinny Pants,Women,"1,595","1,595",grey
kazo,Skater Dress with Ruffled Sleeves,Women,"1,495","2,990",black
clovia,Solid Hipsters,Women,250,499,pink
the-dry-state,Distressed Bootcut Jeans,Women,910,"2,599",grey
clovia,Graphic Print T-shirt & Pyjamas Set,Women,816,"1,898",green
clovia,Printed V-neck Kaftan,Women,624,"1,299",blue
zari,Embellished Straight Kurta Set with Dupatta,Women,"11,285","11,285",orange
zari,Embellished A-line Kurta Set,Women,"11,185","11,185",peach
zari,Lace A-line Kurta Set,Women,"10,985","10,985",maroon
zari,Banarasi Silk Saree with Zari Border,Women,"7,985","7,985",yellow
zari,Banarasi Silk Saree with Zari Border,Women,"8,585","8,585",pink
zari,Floral Print Banarasi Traditional Saree,Women,"8,585","8,585",green
zari,Embellished Chiffon Saree ,Women,"4,285","4,285",blue
kraus,Striped Round-Neck Top,Women,999,999,aqua
indie-picks,Woven Pochampally Ikat Dresss Material,Women,639,999,black
indie-picks,Woven Pochampally Ikat Dresss Material,Women,639,999,blue
griva-designer,Floral Embroidered Saree,Women,"1,680","3,999",aqua
global-desi,Pleated Dhoti Pants with Semi-Elasticated Waist,Women,"2,399","2,399",white
sakura,Micro Print A-line Kurta,Women,418,"1,099",green
